ID,TH-verbs,EN-verbs,Word Fequency,Doc Fequency,IDF,sum of Doc,Doc. percent,Total Feq.,Word Percent,Word Conclude,Doc Conclude
5196,มีท้อง,be pregnant,428,351,2.064,"46,686",0.75,"2,550,977",0.02,428 (0.02%),351 (0.75%)
1666,รับผิดชอบ,be responsible,475,350,2.064,"46,686",0.75,"2,550,977",0.02,475 (0.02%),350 (0.75%)
57,ถึงแก่ชีวิต,cause death,382,346,2.072,"46,686",0.74,"2,550,977",0.01,382 (0.01%),346 (0.74%)
9555,โซม,drench,384,340,2.079,"46,686",0.73,"2,550,977",0.02,384 (0.02%),340 (0.73%)
8988,ประหยัด,economize,412,339,2.079,"46,686",0.73,"2,550,977",0.02,412 (0.02%),339 (0.73%)
8995,ปรับปรุง,adjust,406,339,2.079,"46,686",0.73,"2,550,977",0.02,406 (0.02%),339 (0.73%)
4038,วิตก,be serious,344,337,2.083,"46,686",0.72,"2,550,977",0.01,344 (0.01%),337 (0.72%)
4204,เคือง,irritate,352,335,2.086,"46,686",0.72,"2,550,977",0.01,352 (0.01%),335 (0.72%)
3865,คัดเลือก,choose,343,332,2.090,"46,686",0.71,"2,550,977",0.01,343 (0.01%),332 (0.71%)
1627,ยิ้ม,smile,481,331,2.090,"46,686",0.71,"2,550,977",0.02,481 (0.02%),331 (0.71%)
9378,เชิญชวน,invite,327,327,2.093,"46,686",0.70,"2,550,977",0.01,327 (0.01%),327 (0.70%)
1328,อบอุ่น,be pleasantly warm,393,326,2.097,"46,686",0.70,"2,550,977",0.02,393 (0.02%),326 (0.70%)
1918,อดอาหาร,starve,634,323,2.100,"46,686",0.69,"2,550,977",0.02,634 (0.02%),323 (0.69%)
1798,สมาน,heal up,521,320,2.104,"46,686",0.69,"2,550,977",0.02,521 (0.02%),320 (0.69%)
11311,หักโหม,overdo,419,319,2.107,"46,686",0.68,"2,550,977",0.02,419 (0.02%),319 (0.68%)
9564,กระพริบตา,blink,387,315,2.111,"46,686",0.67,"2,550,977",0.02,387 (0.02%),315 (0.67%)
158,รักษาพยาบาล,treat,425,314,2.114,"46,686",0.67,"2,550,977",0.02,425 (0.02%),314 (0.67%)
4637,ฝึกอบรม,train,461,313,2.114,"46,686",0.67,"2,550,977",0.02,461 (0.02%),313 (0.67%)
1363,ไม่รู้สึกตัว,be senseless,453,313,2.114,"46,686",0.67,"2,550,977",0.02,453 (0.02%),313 (0.67%)
2157,วูบ,move past at great speed,"1,967",306,2.124,"46,686",0.66,"2,550,977",0.08,"1,967 (0.08%)",306 (0.66%)
12690,เข้าครัว,cook,"1,173",306,2.124,"46,686",0.66,"2,550,977",0.05,"1,173 (0.05%)",306 (0.66%)
514,หลงผิด,be mistaken,458,301,2.130,"46,686",0.64,"2,550,977",0.02,458 (0.02%),301 (0.64%)
7035,ตะแคง,lean,399,301,2.130,"46,686",0.64,"2,550,977",0.02,399 (0.02%),301 (0.64%)
4786,พักฟื้น,recuperate,365,300,2.134,"46,686",0.64,"2,550,977",0.01,365 (0.01%),300 (0.64%)
9421,ซ่อม,repair,624,299,2.134,"46,686",0.64,"2,550,977",0.02,624 (0.02%),299 (0.64%)
2963,ไม่กล้า,not dare,409,296,2.140,"46,686",0.63,"2,550,977",0.02,409 (0.02%),296 (0.63%)
6586,เสื่อมสภาพ,deteriorate,392,296,2.140,"46,686",0.63,"2,550,977",0.02,392 (0.02%),296 (0.63%)
4072,สูดดม,smell,356,293,2.143,"46,686",0.63,"2,550,977",0.01,356 (0.01%),293 (0.63%)
3695,เข้าร่วม,join,331,291,2.146,"46,686",0.62,"2,550,977",0.01,331 (0.01%),291 (0.62%)
3489,ขาดแคลน,lack of,324,291,2.146,"46,686",0.62,"2,550,977",0.01,324 (0.01%),291 (0.62%)
12777,ทำคลอด,deliver (a baby),522,290,2.146,"46,686",0.62,"2,550,977",0.02,522 (0.02%),290 (0.62%)
11845,ด้อยพัฒนา,underdeveloped,321,290,2.146,"46,686",0.62,"2,550,977",0.01,321 (0.01%),290 (0.62%)
12834,มีประสบการณ์,have an experience,308,290,2.146,"46,686",0.62,"2,550,977",0.01,308 (0.01%),290 (0.62%)
2281,สำส่อน,be promiscuous,333,288,2.149,"46,686",0.62,"2,550,977",0.01,333 (0.01%),288 (0.62%)
12072,ถอนฟัน,pull a  tooth,494,287,2.152,"46,686",0.61,"2,550,977",0.02,494 (0.02%),287 (0.61%)
11334,ห้ามเลือด,stop the bleeding,446,286,2.152,"46,686",0.61,"2,550,977",0.02,446 (0.02%),286 (0.61%)
4791,พักอาศัย,stay,288,286,2.152,"46,686",0.61,"2,550,977",0.01,288 (0.01%),286 (0.61%)
8004,ท้องเดิน,have diarrhea,530,285,2.155,"46,686",0.61,"2,550,977",0.02,530 (0.02%),285 (0.61%)
2619,เที่ยว,travel,393,285,2.155,"46,686",0.61,"2,550,977",0.02,393 (0.02%),285 (0.61%)
2618,ทำอาหาร,cook,439,284,2.155,"46,686",0.61,"2,550,977",0.02,439 (0.02%),284 (0.61%)
4021,อดทน,endure,364,283,2.158,"46,686",0.61,"2,550,977",0.01,364 (0.01%),283 (0.61%)
5310,เป็นหมัน,be sterile,376,282,2.158,"46,686",0.60,"2,550,977",0.01,376 (0.01%),282 (0.60%)
10783,เตรียมการ,prepare,574,277,2.167,"46,686",0.59,"2,550,977",0.02,574 (0.02%),277 (0.59%)
8387,บอกเล่า,tell,384,273,2.173,"46,686",0.58,"2,550,977",0.02,384 (0.02%),273 (0.58%)
11373,เหนื่อยหอบ,pant,402,268,2.182,"46,686",0.57,"2,550,977",0.02,402 (0.02%),268 (0.57%)
9424,ซ่อน,hide,367,268,2.182,"46,686",0.57,"2,550,977",0.01,367 (0.01%),268 (0.57%)
3319,ขี่,drive,311,267,2.185,"46,686",0.57,"2,550,977",0.01,311 (0.01%),267 (0.57%)
870,สบายใจ,be happy,324,266,2.185,"46,686",0.57,"2,550,977",0.01,324 (0.01%),266 (0.57%)
964,สุขสบาย,comfortably,363,261,2.193,"46,686",0.56,"2,550,977",0.01,363 (0.01%),261 (0.56%)
6477,สูบฉีด,pump,345,260,2.196,"46,686",0.56,"2,550,977",0.01,345 (0.01%),260 (0.56%)
6461,สึกหรอ,erode,262,260,2.196,"46,686",0.56,"2,550,977",0.01,262 (0.01%),260 (0.56%)
8159,ทำแท้ง,abort,724,259,2.196,"46,686",0.55,"2,550,977",0.03,724 (0.03%),259 (0.55%)
6188,อึ,shit,293,257,2.201,"46,686",0.55,"2,550,977",0.01,293 (0.01%),257 (0.55%)
1866,ห่ม,cover,387,255,2.204,"46,686",0.55,"2,550,977",0.02,387 (0.02%),255 (0.55%)
1012,ขยายพันธุ์,breed,287,255,2.204,"46,686",0.55,"2,550,977",0.01,287 (0.01%),255 (0.55%)
11202,เสื่อมถอย,decline,429,254,2.204,"46,686",0.54,"2,550,977",0.02,429 (0.02%),254 (0.54%)
10939,นอนตะแคง,sleep on one's side,356,254,2.204,"46,686",0.54,"2,550,977",0.01,356 (0.01%),254 (0.54%)
9024,ปรุงแต่ง,dress up,580,253,2.207,"46,686",0.54,"2,550,977",0.02,580 (0.02%),253 (0.54%)
6602,ใส่ยา,apply medication,440,253,2.207,"46,686",0.54,"2,550,977",0.02,440 (0.02%),253 (0.54%)
1209,กินข้าว,eat,320,251,2.210,"46,686",0.54,"2,550,977",0.01,320 (0.01%),251 (0.54%)
4237,โฆษณา,advertise,427,250,2.212,"46,686",0.54,"2,550,977",0.02,427 (0.02%),250 (0.54%)
519,อ่อนตัว,be down,287,247,2.217,"46,686",0.53,"2,550,977",0.01,287 (0.01%),247 (0.53%)
2409,หัวเราะ,laugh,286,245,2.220,"46,686",0.52,"2,550,977",0.01,286 (0.01%),245 (0.52%)
9591,กระโดด,skip,272,243,2.225,"46,686",0.52,"2,550,977",0.01,272 (0.01%),243 (0.52%)
8599,ระบายอากาศ,ventilate,302,242,2.225,"46,686",0.52,"2,550,977",0.01,302 (0.01%),242 (0.52%)
2760,ดำรงชีวิต,live,278,242,2.225,"46,686",0.52,"2,550,977",0.01,278 (0.01%),242 (0.52%)
2776,แช่น้ำ,soak,309,236,2.238,"46,686",0.51,"2,550,977",0.01,309 (0.01%),236 (0.51%)
